Playlist name,Title,URL,Duration (minutes),Views,Number of likes,Number of dislikes,Number of comments
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 13 | Շատ փոփոխականի ֆունկցիայի էքստրեմումներ | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=kVZFl2X0bVE,82,464,6,,1
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),"Դաս 14 | Էքստրեմումների օրինակներ, բավարար պայման | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ)",https://www.youtube.com/watch?v=ua3-s8GNkk8,74,249,4,,2
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 15 | Կրկնակի ինտեգրալ։ Ինտեգրելիության պայմաններ | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=a_DKZeNVaC0,71,453,4,,6
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 16 | Զրո չափի և զրո ծավալի բազմություններ | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=xB283QhKg2Y,75,229,3,,4
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 17 | Լեբեգի թեորեմը | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=ChmN3qZWzRA,70,331,3,,3
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 18 | Բազմակի ինտեգրալի հատկություններ | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=ONyTkl-_Z5s,74,213,2,,3
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 19 | Ֆուբինիի թեորեմը։ Ըստ Ժորդանի չափելի բազմություն | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=aYDd28JTYc0,68,247,4,,1
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 20 | Ըստ Ժորդանի չափելի բազմությամբ ինտեգրալ | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=RdCou2V8zmw,71,246,2,,2
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 21 | Կրկնակի և եռակի ինտեգրալների հաշվումը | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=Zs0OlyD3ZxA,70,214,3,,1
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 22 | Կորագիծ ինտեգրալներ | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=rS8jqxkEfDc,71,300,3,,3
Մաթեմատիկական անալիզ 3 (տվյալագետների համար),Դաս 23 | Երկրորդ տիպի կորագիծ ինտեգրալի հաշվումը | Մաթեմատիկական անալիզ 3 (ԿՎՏԳ),https://www.youtube.com/watch?v=PTVO763DUd4,44,243,5,,1
